Rep	Analysis	N_train	N_test	Type	Target	Model_Formula	Random_Effects_Formula	RMSE_train_orig	MAE_train_orig	RMSE_test_orig	MAE_test_orig	R2_train_orig	R2_adj_train_orig	R2_test_orig	R2_adj_test_orig	RMSE_train_orig_from_log	MAE_train_orig_from_log	RMSE_test_orig_from_log	MAE_test_orig_from_log	R2_train_orig_from_log	R2_adj_train_orig_from_log	R2_test_orig_from_log	R2_adj_test_orig_from_log	RMSE_train_Model_Scale	MAE_train_Model_Scale	RMSE_test_Model_Scale	MAE_test_Model_Scale	R2_train_Model_Scale	R2_adj_train_Model_Scale	R2_test_Model_Scale	R2_adj_test_Model_Scale	R2_train_conditional_Model_Scale	R2_train_marginal_Model_Scale	R2_test_conditional_Model_Scale	AIC_train_Model_Scale	BIC_train_Model_Scale	AIC_test_Model_Scale	BIC_test_Model_Scale	Homoscedasticity_BP_p_value_train	Homoscedasticity_BP_p_value_test	RE_Var	RE_Cov	RE_Variances	Fixed_Effects_Coefficients
1	Variable Train (by Vehicle), Variable Test	16	2	Mixed	IRI	IRI ~ RMSAS	(1 + RMSAS | Vehicle)	0.852024097	0.599687935	0.982364013	0.651962646	0.662823276	0.662784244	0.574887004	0.574492834									0.852024097	0.599687935	0.982364013	0.651962646	0.662823276	0.662784244	0.574887004	0.574492834	0.832937323	0.662823276		43692.55113	43739.09496					0.022024829	-0.0622090346141605	0.870444934785428	(Intercept):0.7131:NA | RMSAS:2.6724:NA
1	Variable Train (by Vehicle), Variable Test	16	2	Mixed	IRI	IRI ~ RMSAS + Vehicle_Category	(1 | Vehicle)	0.981536813	0.712244712	1.134142642	0.777296648	0.562769455	0.562642897	0.433376149	0.432060866									0.981536813	0.712244712	1.134142642	0.777296648	0.562769455	0.562642897	0.433376149	0.432060866	0.645571592	0.562769455		48512.96196	48567.26309					0.225282227	NA	0.225282227371276	(Intercept):1.7484:NA | RMSAS:1.9846:NA | Vehicle_CategoryCompacto_Hatchback:-0.9332:NA | Vehicle_CategorySedan:-0.5766:NA | Vehicle_CategoryVan_MPV_SUV:-0.8158:NA
1	Variable Train (by Vehicle), Variable Test	16	2	Mixed	IRI	IRI ~ RMSAS + Vehicle_Category	(1 + RMSAS | Vehicle)	0.852079375	0.599779779	0.99355925	0.666764458	0.67101685	0.670921625	0.56514243	0.564133012									0.852079375	0.599779779	0.99355925	0.666764458	0.67101685	0.670921625	0.56514243	0.564133012	0.826911117	0.67101685		43680.94183	43750.75757					0.021283285	-0.118991499793989	0.0212832852952461	(Intercept):1.0561:NA | RMSAS:2.6725:NA | Vehicle_CategoryCompacto_Hatchback:-0.4497:NA | Vehicle_CategorySedan:-0.2263:NA | Vehicle_CategoryVan_MPV_SUV:-0.3287:NA
1	Variable Train (by Vehicle), Variable Test	16	2	Mixed	IRI	IRI ~ RMSAS + Vehicle_Category	(1 + RMSAS | Vehicle)	0.852079375	0.599779779	0.99355925	0.666764458	0.67101685	0.670921625	0.56514243	0.564133012									0.852079375	0.599779779	0.99355925	0.666764458	0.67101685	0.670921625	0.56514243	0.564133012	0.826911117	0.67101685		43680.94183	43750.75757					0.021283285	-0.118991499793989	0.867754947829024	(Intercept):1.0561:NA | RMSAS:2.6725:NA | Vehicle_CategoryCompacto_Hatchback:-0.4497:NA | Vehicle_CategorySedan:-0.2263:NA | Vehicle_CategoryVan_MPV_SUV:-0.3287:NA
1	Variable Train (by Vehicle), Variable Test	16	2	Mixed	IRI	IRI ~ RMSAS_div_V	(1 | Vehicle)	0.838796744	0.609450307	1.055075643	0.697742068	0.639969363	0.639927686	0.509626846	0.509172165									0.838796744	0.609450307	1.055075643	0.697742068	0.639969363	0.639927686	0.509626846	0.509172165	0.771225501	0.639969363		43090.19525	43121.22447					0.404042584	NA	0.404042584298225	(Intercept):0.684:NA | RMSAS_div_V:170.3734:NA
1	Variable Train (by Vehicle), Variable Test	16	2	Mixed	IRI	IRI ~ RMSAS_div_V	(1 + RMSAS | Vehicle)	0.619611156	0.407693681	1.675709758	1.317082918	0.234089368	0.234000705	-0.236964083	-0.238111013									0.619611156	0.407693681	1.675709758	1.317082918	0.234089368	0.234000705	-0.236964083	-0.238111013	0.914661665	0.234089368		32729.46601	32776.00984					0.032334943	0.160551044155004	0.0323349431502475	(Intercept):0.2482:NA | RMSAS_div_V:124.6808:NA
1	Variable Train (by Vehicle), Variable Test	16	2	Mixed	IRI	IRI ~ RMSAS_div_V	(1 + RMSAS | Vehicle)	0.619611156	0.407693681	1.675709758	1.317082918	0.234089368	0.234000705	-0.236964083	-0.238111013									0.619611156	0.407693681	1.675709758	1.317082918	0.234089368	0.234000705	-0.236964083	-0.238111013	0.914661665	0.234089368		32729.46601	32776.00984					0.032334943	0.160551044155004	3.01648387201106	(Intercept):0.2482:NA | RMSAS_div_V:124.6808:NA
1	Variable Train (by Vehicle), Variable Test	16	2	Mixed	IRI	IRI ~ RMSAS_div_V + Vehicle_Category	(1 | Vehicle)	0.838796906	0.60943307	1.082128747	0.73864325	0.647968852	0.647866956	0.484157215	0.482959808									0.838796906	0.60943307	1.082128747	0.73864325	0.647968852	0.647866956	0.484157215	0.482959808	0.758149268	0.647968852		43092.51208	43146.81322					0.320827904	NA	0.320827904135174	(Intercept):1.6014:NA | RMSAS_div_V:170.3734:NA | Vehicle_CategoryCompacto_Hatchback:-1.1127:NA | Vehicle_CategorySedan:-0.7095:NA | Vehicle_CategoryVan_MPV_SUV:-0.9796:NA
1	Variable Train (by Vehicle), Variable Test	16	2	Mixed	IRI	IRI ~ RMSAS_div_V + Vehicle_Category	(1 + RMSAS | Vehicle)	0.619624115	0.407716354	1.630196718	1.249957776	0.239099827	0.238879582	-0.170683565	-0.173401029									0.619624115	0.407716354	1.630196718	1.249957776	0.239099827	0.238879582	-0.170683565	-0.173401029	0.910487027	0.239099827		32722.86139	32792.67714					0.01111337	0.0492557226898113	0.0111133702814155	(Intercept):0.4811:NA | RMSAS_div_V:124.6608:NA | Vehicle_CategoryCompacto_Hatchback:-0.2955:NA | Vehicle_CategorySedan:-0.0296:NA | Vehicle_CategoryVan_MPV_SUV:-0.1288:NA
1	Variable Train (by Vehicle), Variable Test	16	2	Mixed	IRI	IRI ~ RMSAS_div_V + Vehicle_Category	(1 + RMSAS | Vehicle)	0.619624115	0.407716354	1.630196718	1.249957776	0.239099827	0.238879582	-0.170683565	-0.173401029									0.619624115	0.407716354	1.630196718	1.249957776	0.239099827	0.238879582	-0.170683565	-0.173401029	0.910487027	0.239099827		32722.86139	32792.67714					0.01111337	0.0492557226898113	3.01646246441313	(Intercept):0.4811:NA | RMSAS_div_V:124.6608:NA | Vehicle_CategoryCompacto_Hatchback:-0.2955:NA | Vehicle_CategorySedan:-0.0296:NA | Vehicle_CategoryVan_MPV_SUV:-0.1288:NA
1	Variable Train (by Vehicle), Variable Test	16	2	Mixed	IRI	IRI ~ RMSAS + V	(1 | Vehicle)	0.897801656	0.631024272	1.074995888	0.745953493	0.609666921	0.609599139	0.490935165	0.490226819									0.897801656	0.631024272	1.074995888	0.745953493	0.609666921	0.609599139	0.490935165	0.490226819	0.730493005	0.609666921		45437.6636	45476.45012					0.361703692	NA	0.361703692051462	(Intercept):1.9132:NA | RMSAS:2.2257:NA | V:-0.0147:NA
1	Variable Train (by Vehicle), Variable Test	16	2	Mixed	IRI	IRI ~ RMSAS + V	(1 + RMSAS | Vehicle)	0.710875175	0.489087087	0.901677641	0.644092207	0.700272477	0.700220429	0.64185236	0.64135401									0.710875175	0.489087087	0.901677641	0.644092207	0.700272477	0.700220429	0.64185236	0.64135401	0.897128306	0.700272477		37452.4603	37506.76143					0.024005981	-0.0714157013477733	0.0240059814503406	(Intercept):1.7866:NA | RMSAS:3.056:NA | V:-0.0176:NA
1	Variable Train (by Vehicle), Variable Test	16	2	Mixed	IRI	IRI ~ RMSAS + V	(1 + RMSAS | Vehicle)	0.710875175	0.489087087	0.901677641	0.644092207	0.700272477	0.700220429	0.64185236	0.64135401									0.710875175	0.489087087	0.901677641	0.644092207	0.700272477	0.700220429	0.64185236	0.64135401	0.897128306	0.700272477		37452.4603	37506.76143					0.024005981	-0.0714157013477733	1.12837510779394	(Intercept):1.7866:NA | RMSAS:3.056:NA | V:-0.0176:NA
1	Variable Train (by Vehicle), Variable Test	16	2	Mixed	IRI	IRI ~ RMSAS + V + Vehicle_Category	(1 | Vehicle)	0.897801872	0.630994405	1.097244074	0.774210298	0.61528051	0.615146873	0.46964584	0.468167844									0.897801872	0.630994405	1.097244074	0.774210298	0.61528051	0.615146873	0.46964584	0.468167844	0.716695751	0.61528051		45440.07103	45502.12947					0.28881013	NA	0.288810130119982	(Intercept):2.764:NA | RMSAS:2.2257:NA | V:-0.0147:NA | Vehicle_CategoryCompacto_Hatchback:-1.0339:NA | Vehicle_CategorySedan:-0.6496:NA | Vehicle_CategoryVan_MPV_SUV:-0.9145:NA
1	Variable Train (by Vehicle), Variable Test	16	2	Mixed	log_IRI	log_IRI ~ log_RMSAS + log_V + Vehicle_Category	(1 + log_RMSAS | Vehicle)	0.579256776	0.372763155	0.971644797	0.681948266	0.852190708	0.852139364	0.58411376	0.582954765	0.579256776	0.372763155	0.971644797	0.681948266	0.852190708	0.852139364	0.58411376	0.582954765	0.200295942	0.151460941	0.392620042	0.328255456	0.787354088	0.787280223	0.571460602	0.570266344	0.91833948	0.787354088		-6313.404646	-6235.831595					0.075707975	0.0115988564873348	0.075707974688085	(Intercept):4.1954:NA | log_RMSAS:0.9084:NA | log_V:-0.5705:NA | Vehicle_CategoryCompacto_Hatchback:-0.6751:NA | Vehicle_CategorySedan:-0.333:NA | Vehicle_CategoryVan_MPV_SUV:-0.4661:NA
1	Variable Train (by Vehicle), Variable Test	16	2	Mixed	log_IRI	log_IRI ~ log_RMSAS + log_V + Vehicle_Category	(1 + log_RMSAS | Vehicle)	0.579256776	0.372763155	0.971644797	0.681948266	0.852190708	0.852139364	0.58411376	0.582954765	0.579256776	0.372763155	0.971644797	0.681948266	0.852190708	0.852139364	0.58411376	0.582954765	0.200295942	0.151460941	0.392620042	0.328255456	0.787354088	0.787280223	0.571460602	0.570266344	0.91833948	0.787354088		-6313.404646	-6235.831595					0.075707975	0.0115988564873348	0.00314151531931672	(Intercept):4.1954:NA | log_RMSAS:0.9084:NA | log_V:-0.5705:NA | Vehicle_CategoryCompacto_Hatchback:-0.6751:NA | Vehicle_CategorySedan:-0.333:NA | Vehicle_CategoryVan_MPV_SUV:-0.4661:NA
1	Variable Train (by Vehicle), Variable Test	17	1	Aggregated	IRI	IRI		1.099701371	0.804762821	1.119504023	0.786555701	0.467267705	0.467238686	0.44790882	0.446883581									1.099701371	0.804762821	1.119504023	0.786555701	0.467267705	0.467238686	0.44790882	0.446883581				55599.24261	55622.6964			0			NA	NA	NA:NA:NA
1	Variable Train (by Vehicle), Variable Test	17	1	Aggregated	IRI	IRI		1.020234593	0.748153775	1.049513346	0.71220748	0.541478629	0.541453653	0.514783653	0.513882601									1.020234593	0.748153775	1.049513346	0.71220748	0.541478629	0.541453653	0.514783653	0.513882601				52845.01978	52868.47357			0			NA	NA	NA:NA:NA
1	Variable Train (by Vehicle), Variable Test	17	1	Aggregated	log_IRI	log_IRI		1.038792213	0.737712145	0.999231274	0.656731949	0.524646317	0.524594527	0.560163234	0.559346453	1.038792213	0.737712145	0.999231274	0.656731949	0.524646317	0.524594527	0.560163234	0.559346453	0.37918686	0.302126454	0.354983928	0.283349532	0.600283217	0.600261443	0.649681393	0.649030848				16501.0783	16524.53209			6.06926E-37			NA	NA	NA:NA:NA
1	Variable Train (by Vehicle), Variable Test	17	1	Aggregated	log_IRI	log_IRI		0.972721254	0.693573077	0.946693415	0.603584236	0.583191754	0.583146342	0.605199036	0.604465886	0.972721254	0.693573077	0.946693415	0.603584236	0.583191754	0.583146342	0.605199036	0.604465886	0.353129082	0.282402706	0.322809787	0.260010617	0.653332766	0.653313882	0.710306192	0.709768227				13886.7811	13910.23489			1.68116E-35			NA	NA	NA:NA:NA
1	Variable Train (by Vehicle), Variable Test	17	1	Mixed	IRI	IRI ~ RMSAS	(1 | Vehicle)	0.983969289	0.714183958	1.070963822	0.729101235	0.558049097	0.558000946	0.494746777	0.493808517									0.983969289	0.714183958	1.070963822	0.729101235	0.558049097	0.558000946	0.494746777	0.493808517	0.661098363	0.558049097		51633.51549	51664.78721					0.294669652	NA	0.294669651865997	(Intercept):0.9872:NA | RMSAS:2.0238:NA
1	Variable Train (by Vehicle), Variable Test	17	1	Mixed	IRI	IRI ~ RMSAS	(1 + RMSAS | Vehicle)	0.846924023	0.595270456	0.923564156	0.6287478	0.667960982	0.667924806	0.624254636	0.623556873									0.846924023	0.595270456	0.923564156	0.6287478	0.667960982	0.667924806	0.624254636	0.623556873	0.838661213	0.667960982		46202.89106	46249.79863					0.024031994	-0.0795143058045072	0.0240319944579964	(Intercept):0.6985:NA | RMSAS:2.7633:NA
1	Variable Train (by Vehicle), Variable Test	17	1	Mixed	IRI	IRI ~ RMSAS	(1 + RMSAS | Vehicle)	0.846924023	0.595270456	0.923564156	0.6287478	0.667960982	0.667924806	0.624254636	0.623556873									0.846924023	0.595270456	0.923564156	0.6287478	0.667960982	0.667924806	0.624254636	0.623556873	0.838661213	0.667960982		46202.89106	46249.79863					0.024031994	-0.0795143058045072	0.951160053332481	(Intercept):0.6985:NA | RMSAS:2.7633:NA
1	Variable Train (by Vehicle), Variable Test	17	1	Mixed	IRI	IRI ~ RMSAS + Vehicle_Category	(1 | Vehicle)	0.983969561	0.714157906	1.018063068	0.721391291	0.560089655	0.559969815	0.543428437	0.541302871									0.983969561	0.714157906	1.018063068	0.721391291	0.560089655	0.559969815	0.543428437	0.541302871	0.649182435	0.560089655		51636.46422	51691.18973					0.246107785	NA	0.246107785219499	(Intercept):1.735:NA | RMSAS:2.0238:NA | Vehicle_CategoryCompacto_Hatchback:-0.8739:NA | Vehicle_CategorySedan:-0.5881:NA | Vehicle_CategoryVan_MPV_SUV:-0.832:NA
1	Variable Train (by Vehicle), Variable Test	17	1	Mixed	IRI	IRI ~ RMSAS + Vehicle_Category	(1 + RMSAS | Vehicle)	0.846982618	0.595362986	0.885788369	0.620784503	0.673576414	0.673487489	0.654363627	0.652754519									0.846982618	0.595362986	0.885788369	0.620784503	0.673576414	0.673487489	0.654363627	0.652754519	0.834366329	0.673576414		46189.98896	46260.35033					0.020118986	-0.12075139301704	0.0201189862812593	(Intercept):1.0208:NA | RMSAS:2.7635:NA | Vehicle_CategoryCompacto_Hatchback:-0.4182:NA | Vehicle_CategorySedan:-0.2029:NA | Vehicle_CategoryVan_MPV_SUV:-0.3016:NA
1	Variable Train (by Vehicle), Variable Test	17	1	Mixed	IRI	IRI ~ RMSAS + Vehicle_Category	(1 + RMSAS | Vehicle)	0.846982618	0.595362986	0.885788369	0.620784503	0.673576414	0.673487489	0.654363627	0.652754519									0.846982618	0.595362986	0.885788369	0.620784503	0.673576414	0.673487489	0.654363627	0.652754519	0.834366329	0.673576414		46189.98896	46260.35033					0.020118986	-0.12075139301704	0.950824678331734	(Intercept):1.0208:NA | RMSAS:2.7635:NA | Vehicle_CategoryCompacto_Hatchback:-0.4182:NA | Vehicle_CategorySedan:-0.2029:NA | Vehicle_CategoryVan_MPV_SUV:-0.3016:NA
1	Variable Train (by Vehicle), Variable Test	17	1	Mixed	IRI	IRI ~ RMSAS_div_V	(1 | Vehicle)	0.843102546	0.613277816	0.990482033	0.648011995	0.636406148	0.636366534	0.56783191	0.56702937									0.843102546	0.613277816	0.990482033	0.648011995	0.636406148	0.636366534	0.56783191	0.56702937	0.77089879	0.636406148		45971.23523	46002.50694					0.417670326	NA	0.417670326432643	(Intercept):0.6896:NA | RMSAS_div_V:173.5491:NA
1	Variable Train (by Vehicle), Variable Test	17	1	Mixed	IRI	IRI ~ RMSAS_div_V	(1 + RMSAS | Vehicle)	0.61356797	0.402437876	1.614878979	1.262398426	0.229832516	0.229748606	-0.148786848	-0.150920157									0.61356797	0.402437876	1.614878979	1.262398426	0.229832516	0.229748606	-0.148786848	-0.150920157	0.917951987	0.229832516		34416.12382	34463.0314					0.02919716	0.126174728476084	0.0291971597355347	(Intercept):0.2541:NA | RMSAS_div_V:126.8866:NA
1	Variable Train (by Vehicle), Variable Test	17	1	Mixed	IRI	IRI ~ RMSAS_div_V	(1 + RMSAS | Vehicle)	0.61356797	0.402437876	1.614878979	1.262398426	0.229832516	0.229748606	-0.148786848	-0.150920157									0.61356797	0.402437876	1.614878979	1.262398426	0.229832516	0.229748606	-0.148786848	-0.150920157	0.917951987	0.229832516		34416.12382	34463.0314					0.02919716	0.126174728476084	3.31044447490233	(Intercept):0.2541:NA | RMSAS_div_V:126.8866:NA
1	Variable Train (by Vehicle), Variable Test	17	1	Mixed	IRI	IRI ~ RMSAS_div_V + Vehicle_Category	(1 | Vehicle)	0.843102663	0.613264829	0.916864052	0.613617793	0.642560429	0.642463055	0.629686638	0.627962646									0.843102663	0.613264829	0.916864052	0.613617793	0.642560429	0.642463055	0.629686638	0.627962646	0.760561108	0.642560429		45974.2661	46028.99161					0.350632598	NA	0.350632597712325	(Intercept):1.5861:NA | RMSAS_div_V:173.5491:NA | Vehicle_CategoryCompacto_Hatchback:-1.0396:NA | Vehicle_CategorySedan:-0.7227:NA | Vehicle_CategoryVan_MPV_SUV:-0.9979:NA
1	Variable Train (by Vehicle), Variable Test	17	1	Mixed	IRI	IRI ~ RMSAS_div_V + Vehicle_Category	(1 + RMSAS | Vehicle)	0.613582094	0.402459044	1.469822194	1.076914168	0.232744666	0.23253565	0.04832405	0.043893529									0.613582094	0.402459044	1.469822194	1.076914168	0.232744666	0.23253565	0.04832405	0.043893529	0.915292681	0.232744666		34407.59656	34477.95792					0.010646536	0.0518479179785044	0.0106465357754032	(Intercept):0.4802:NA | RMSAS_div_V:126.8662:NA | Vehicle_CategoryCompacto_Hatchback:-0.3029:NA | Vehicle_CategorySedan:-0.0337:NA | Vehicle_CategoryVan_MPV_SUV:-0.134:NA
1	Variable Train (by Vehicle), Variable Test	17	1	Mixed	IRI	IRI ~ RMSAS_div_V + Vehicle_Category	(1 + RMSAS | Vehicle)	0.613582094	0.402459044	1.469822194	1.076914168	0.232744666	0.23253565	0.04832405	0.043893529									0.613582094	0.402459044	1.469822194	1.076914168	0.232744666	0.23253565	0.04832405	0.043893529	0.915292681	0.232744666		34407.59656	34477.95792					0.010646536	0.0518479179785044	3.31029201502405	(Intercept):0.4802:NA | RMSAS_div_V:126.8662:NA | Vehicle_CategoryCompacto_Hatchback:-0.3029:NA | Vehicle_CategorySedan:-0.0337:NA | Vehicle_CategoryVan_MPV_SUV:-0.134:NA
1	Variable Train (by Vehicle), Variable Test	17	1	Mixed	IRI	IRI ~ RMSAS + V	(1 | Vehicle)	0.900809085	0.633480302	1.01491488	0.702680575	0.606956837	0.606892601	0.546247813	0.544982704									0.900809085	0.633480302	1.01491488	0.702680575	0.606956837	0.606892601	0.546247813	0.544982704	0.730949267	0.606956837		48400.15911	48439.24876					0.374307051	NA	0.37430705104608	(Intercept):1.9146:NA | RMSAS:2.2687:NA | V:-0.0146:NA
1	Variable Train (by Vehicle), Variable Test	17	1	Mixed	IRI	IRI ~ RMSAS + V	(1 + RMSAS | Vehicle)	0.702541587	0.482390225	0.821802716	0.590689176	0.704899268	0.704851038	0.702494748	0.701665273									0.702541587	0.482390225	0.821802716	0.590689176	0.704899268	0.704851038	0.702494748	0.701665273	0.902216758	0.704899268		39360.55384	39415.27935					0.026117085	-0.0918286040886858	0.026117085189041	(Intercept):1.7787:NA | RMSAS:3.162:NA | V:-0.0177:NA
1	Variable Train (by Vehicle), Variable Test	17	1	Mixed	IRI	IRI ~ RMSAS + V	(1 + RMSAS | Vehicle)	0.702541587	0.482390225	0.821802716	0.590689176	0.704899268	0.704851038	0.702494748	0.701665273									0.702541587	0.482390225	0.821802716	0.590689176	0.704899268	0.704851038	0.702494748	0.701665273	0.902216758	0.704899268		39360.55384	39415.27935					0.026117085	-0.0918286040886858	1.23449039114914	(Intercept):1.7787:NA | RMSAS:3.162:NA | V:-0.0177:NA
1	Variable Train (by Vehicle), Variable Test	17	1	Mixed	IRI	IRI ~ RMSAS + V + Vehicle_Category	(1 | Vehicle)	0.900809241	0.633456981	0.947596201	0.666065589	0.611286862	0.611159783	0.604445696	0.602233836									0.900809241	0.633456981	0.947596201	0.666065589	0.611286862	0.611159783	0.604445696	0.602233836	0.720055997	0.611286862		48403.26389	48465.80733					0.315574228	NA	0.315574227628199	(Intercept):2.7461:NA | RMSAS:2.2687:NA | V:-0.0146:NA | Vehicle_CategoryCompacto_Hatchback:-0.9656:NA | Vehicle_CategorySedan:-0.6621:NA | Vehicle_CategoryVan_MPV_SUV:-0.9322:NA
1	Variable Train (by Vehicle), Variable Test	17	1	Mixed	log_IRI	log_IRI ~ log_RMSAS + log_V + Vehicle_Category	(1 + log_RMSAS | Vehicle)	0.571147902	0.36609852	0.55416325	0.374472166	0.856300035	0.856253056	0.864719582	0.863963121	0.571147902	0.36609852	0.55416325	0.374472166	0.856300035	0.856253056	0.864719582	0.863963121	0.197588703	0.148968718	0.193336238	0.156827248	0.778099227	0.778026682	0.896086409	0.895505345	0.923652404	0.778099227		-7206.367974	-7128.188677					0.088062301	0.0131457857348455	0.088062301188187	(Intercept):4.2067:NA | log_RMSAS:0.9132:NA | log_V:-0.5723:NA | Vehicle_CategoryCompacto_Hatchback:-0.6372:NA | Vehicle_CategorySedan:-0.3098:NA | Vehicle_CategoryVan_MPV_SUV:-0.4407:NA
1	Variable Train (by Vehicle), Variable Test	17	1	Mixed	log_IRI	log_IRI ~ log_RMSAS + log_V + Vehicle_Category	(1 + log_RMSAS | Vehicle)	0.571147902	0.36609852	0.55416325	0.374472166	0.856300035	0.856253056	0.864719582	0.863963121	0.571147902	0.36609852	0.55416325	0.374472166	0.856300035	0.856253056	0.864719582	0.863963121	0.197588703	0.148968718	0.193336238	0.156827248	0.778099227	0.778026682	0.896086409	0.895505345	0.923652404	0.778099227		-7206.367974	-7128.188677					0.088062301	0.0131457857348455	0.00326342839750807	(Intercept):4.2067:NA | log_RMSAS:0.9132:NA | log_V:-0.5723:NA | Vehicle_CategoryCompacto_Hatchback:-0.6372:NA | Vehicle_CategorySedan:-0.3098:NA | Vehicle_CategoryVan_MPV_SUV:-0.4407:NA
