Rep	Analysis	N_train	N_test	Type	Target	Model_Formula	Random_Effects_Formula	RMSE_train_orig	MAE_train_orig	RMSE_test_orig	MAE_test_orig	R2_train_orig	R2_adj_train_orig	R2_test_orig	R2_adj_test_orig	RMSE_train_orig_from_log	MAE_train_orig_from_log	RMSE_test_orig_from_log	MAE_test_orig_from_log	R2_train_orig_from_log	R2_adj_train_orig_from_log	R2_test_orig_from_log	R2_adj_test_orig_from_log	RMSE_train_Model_Scale	MAE_train_Model_Scale	RMSE_test_Model_Scale	MAE_test_Model_Scale	R2_train_Model_Scale	R2_adj_train_Model_Scale	R2_test_Model_Scale	R2_adj_test_Model_Scale	R2_train_conditional_Model_Scale	R2_train_marginal_Model_Scale	R2_test_conditional_Model_Scale	AIC_train_Model_Scale	BIC_train_Model_Scale	AIC_test_Model_Scale	BIC_test_Model_Scale	Homoscedasticity_BP_p_value_train	Homoscedasticity_BP_p_value_test	RE_Var	RE_Cov	RE_Variances	Fixed_Effects_Coefficients
1	Variable Train (by Vehicle), Variable Test	13	5	Mixed	IRI	IRI ~ RMSAS + V	(1 | Vehicle)	0.84236543	0.58563604	1.353102647	0.957763681	0.652924581	0.652850398	0.193469158	0.193020753									0.84236543	0.58563604	1.353102647	0.957763681	0.652924581	0.652850398	0.193469158	0.193020753	0.744361509	0.652924581		35127.35457	35165.1029					0.254037438	NA	0.254037437508862	(Intercept):1.8699:NA | RMSAS:2.3857:NA | V:-0.0157:NA
1	Variable Train (by Vehicle), Variable Test	13	5	Mixed	IRI	IRI ~ RMSAS + V	(1 + RMSAS | Vehicle)	0.703717701	0.483856121	1.518091628	1.030255885	0.750519721	0.750466398	-0.015209008	-0.015773431									0.703717701	0.483856121	1.518091628	1.030255885	0.750519721	0.750466398	-0.015209008	-0.015773431	0.863201223	0.750519721		30138.42871	30191.27637					0.027756616	-0.0802629292944327	0.0277566156904316	(Intercept):1.7737:NA | RMSAS:2.9213:NA | V:-0.0176:NA
1	Variable Train (by Vehicle), Variable Test	13	5	Mixed	IRI	IRI ~ RMSAS + V	(1 + RMSAS | Vehicle)	0.703717701	0.483856121	1.518091628	1.030255885	0.750519721	0.750466398	-0.015209008	-0.015773431									0.703717701	0.483856121	1.518091628	1.030255885	0.750519721	0.750466398	-0.015209008	-0.015773431	0.863201223	0.750519721		30138.42871	30191.27637					0.027756616	-0.0802629292944327	0.565670243886182	(Intercept):1.7737:NA | RMSAS:2.9213:NA | V:-0.0176:NA
1	Variable Train (by Vehicle), Variable Test	13	5	Mixed	IRI	IRI ~ RMSAS + V + Vehicle_Category	(1 | Vehicle)	0.842365443	0.585635522			0.653282616	0.653159088											0.842365443	0.585635522			0.653282616	0.653159088			0.743762936	0.653282616		35131.18788	35184.03554					0.250792488	NA	0.250792487725602	(Intercept):1.8577:NA | RMSAS:2.3857:NA | V:-0.0157:NA | Vehicle_CategorySedan:0.1081:NA | Vehicle_CategoryVan_MPV_SUV:-0.0551:NA
1	Variable Train (by Vehicle), Variable Test	13	5	Mixed	log_IRI	log_IRI ~ log_RMSAS + log_V + Vehicle_Category	(1 + log_RMSAS | Vehicle)	0.574405219	0.369456289			0.854656288	0.854604506			0.574405219	0.369456289			0.854656288	0.854604506			0.200423206	0.150201601			0.801424527	0.801353779			0.914069784	0.801424527		-5109.123003	-5041.176012					0.061938654	0.0104401617658822	0.0619386536820265	(Intercept):3.573:NA | log_RMSAS:0.9051:NA | log_V:-0.5696:NA | Vehicle_CategorySedan:0.2348:NA | Vehicle_CategoryVan_MPV_SUV:0.1188:NA
1	Variable Train (by Vehicle), Variable Test	13	5	Mixed	log_IRI	log_IRI ~ log_RMSAS + log_V + Vehicle_Category	(1 + log_RMSAS | Vehicle)	0.574405219	0.369456289			0.854656288	0.854604506			0.574405219	0.369456289			0.854656288	0.854604506			0.200423206	0.150201601			0.801424527	0.801353779			0.914069784	0.801424527		-5109.123003	-5041.176012					0.061938654	0.0104401617658822	0.00354122641880143	(Intercept):3.573:NA | log_RMSAS:0.9051:NA | log_V:-0.5696:NA | Vehicle_CategorySedan:0.2348:NA | Vehicle_CategoryVan_MPV_SUV:0.1188:NA
1	Variable Train (by Vehicle), Variable Test	14	4	Aggregated	IRI	IRI		1.067246477	0.776811961	1.227630615	0.835286098	0.498248186	0.498214997	0.336111856	0.335804287									1.067246477	0.776811961	1.227630615	0.835286098	0.498248186	0.498214997	0.336111856	0.335804287				44882.77927	44905.65059			0			NA	NA	NA:NA:NA
1	Variable Train (by Vehicle), Variable Test	14	4	Aggregated	IRI	IRI		0.970878712	0.707617656	1.21940831	0.812941396	0.584769306	0.58474184	0.344975125	0.344671662									0.970878712	0.707617656	1.21940831	0.812941396	0.584769306	0.58474184	0.344975125	0.344671662				42020.99648	42043.8678			0			NA	NA	NA:NA:NA
1	Variable Train (by Vehicle), Variable Test	14	4	Aggregated	log_IRI	log_IRI		1.009123179	0.710917997	1.17543224	0.783559625	0.551411789	0.55135244	0.391368131	0.391086161	1.009123179	0.710917997	1.17543224	0.783559625	0.551411789	0.55135244	0.391368131	0.391086161	0.363423651	0.289567666	0.449260071	0.365049991	0.632825765	0.632801478	0.43889845	0.438638501				12306.1953	12329.06662			7.062E-51			NA	NA	NA:NA:NA
1	Variable Train (by Vehicle), Variable Test	14	4	Aggregated	log_IRI	log_IRI		0.92761635	0.655384737	1.184278305	0.80001036	0.620950191	0.620900043	0.382172779	0.381886549	0.92761635	0.655384737	1.184278305	0.80001036	0.620950191	0.620900043	0.382172779	0.381886549	0.330678139	0.263867857	0.448675424	0.374032325	0.696011751	0.695991643	0.440357886	0.440098613				9450.821948	9473.693269			1.00857E-53			NA	NA	NA:NA:NA
1	Variable Train (by Vehicle), Variable Test	14	4	Mixed	IRI	IRI ~ RMSAS	(1 | Vehicle)	0.965723931	0.699046234	1.220011504	0.816522299	0.573153471	0.573096999	0.344326934	0.34402317									0.965723931	0.699046234	1.220011504	0.816522299	0.573153471	0.573096999	0.344326934	0.34402317	0.661282835	0.573153471		41954.95609	41985.45118					0.242879185	NA	0.242879184991905	(Intercept):0.9522:NA | RMSAS:1.9127:NA
1	Variable Train (by Vehicle), Variable Test	14	4	Mixed	IRI	IRI ~ RMSAS	(1 + RMSAS | Vehicle)	0.849235185	0.599783938	1.143542295	0.762696334	0.68937332	0.689332224	0.423944992	0.423678115									0.849235185	0.599783938	1.143542295	0.762696334	0.68937332	0.689332224	0.423944992	0.423678115	0.808740792	0.68937332		38125.40689	38171.14953					0.025386572	-0.078405470803489	0.0253865724828184	(Intercept):0.7093:NA | RMSAS:2.4558:NA
1	Variable Train (by Vehicle), Variable Test	14	4	Mixed	IRI	IRI ~ RMSAS	(1 + RMSAS | Vehicle)	0.849235185	0.599783938	1.143542295	0.762696334	0.68937332	0.689332224	0.423944992	0.423678115									0.849235185	0.599783938	1.143542295	0.762696334	0.68937332	0.689332224	0.423944992	0.423678115	0.808740792	0.68937332		38125.40689	38171.14953					0.025386572	-0.078405470803489	0.533932066414561	(Intercept):0.7093:NA | RMSAS:2.4558:NA
1	Variable Train (by Vehicle), Variable Test	14	4	Mixed	IRI	IRI ~ RMSAS + Vehicle_Category	(1 | Vehicle)	0.965724002	0.699043154			0.573711051	0.573598239											0.965724002	0.699043154			0.573711051	0.573598239			0.658700531	0.573711051		41958.34409	42004.08673					0.232453683	NA	0.232453683256013	(Intercept):0.8734:NA | RMSAS:1.9127:NA | Vehicle_CategorySedan:0.2546:NA | Vehicle_CategoryVan_MPV_SUV:0.1131:NA
1	Variable Train (by Vehicle), Variable Test	14	4	Mixed	IRI	IRI ~ RMSAS + Vehicle_Category	(1 + RMSAS | Vehicle)	0.849273562	0.599800426			0.688261782	0.688179285											0.849273562	0.599800426			0.688261782	0.688179285			0.807928696	0.688261782		38119.12033	38180.11052					0.016148359	-0.0740842933476095	0.01614835865313	(Intercept):0.6368:NA | RMSAS:2.4559:NA | Vehicle_CategorySedan:0.2177:NA | Vehicle_CategoryVan_MPV_SUV:0.1203:NA
1	Variable Train (by Vehicle), Variable Test	14	4	Mixed	IRI	IRI ~ RMSAS + Vehicle_Category	(1 + RMSAS | Vehicle)	0.849273562	0.599800426			0.688261782	0.688179285											0.849273562	0.599800426			0.688261782	0.688179285			0.807928696	0.688261782		38119.12033	38180.11052					0.016148359	-0.0740842933476095	0.535702848042934	(Intercept):0.6368:NA | RMSAS:2.4559:NA | Vehicle_CategorySedan:0.2177:NA | Vehicle_CategoryVan_MPV_SUV:0.1203:NA
1	Variable Train (by Vehicle), Variable Test	14	4	Mixed	IRI	IRI ~ RMSAS_div_V	(1 | Vehicle)	0.812807421	0.590494894	1.224978674	0.822536081	0.660506159	0.660461243	0.338977035	0.338670793									0.812807421	0.590494894	1.224978674	0.822536081	0.660506159	0.660461243	0.338977035	0.338670793	0.776003674	0.660506159		36751.6456	36782.14069					0.340964101	NA	0.340964100633905	(Intercept):0.6426:NA | RMSAS_div_V:164.3355:NA
1	Variable Train (by Vehicle), Variable Test	14	4	Mixed	IRI	IRI ~ RMSAS_div_V	(1 + RMSAS | Vehicle)	0.608745692	0.400893726	1.74284778	1.350775894	0.284453726	0.284359058	-0.338068686	-0.338688593									0.608745692	0.400893726	1.74284778	1.350775894	0.284453726	0.284359058	-0.338068686	-0.338688593	0.898954557	0.284453726		28103.73805	28149.48069					0.024871407	0.0131584872203589	0.0248714066738479	(Intercept):0.3081:NA | RMSAS_div_V:120.3103:NA
1	Variable Train (by Vehicle), Variable Test	14	4	Mixed	IRI	IRI ~ RMSAS_div_V	(1 + RMSAS | Vehicle)	0.608745692	0.400893726	1.74284778	1.350775894	0.284453726	0.284359058	-0.338068686	-0.338688593									0.608745692	0.400893726	1.74284778	1.350775894	0.284453726	0.284359058	-0.338068686	-0.338688593	0.898954557	0.284453726		28103.73805	28149.48069					0.024871407	0.0131584872203589	2.16342996478695	(Intercept):0.3081:NA | RMSAS_div_V:120.3103:NA
1	Variable Train (by Vehicle), Variable Test	14	4	Mixed	IRI	IRI ~ RMSAS_div_V + Vehicle_Category	(1 | Vehicle)	0.812807445	0.590495846			0.661807289	0.66171779											0.812807445	0.590495846			0.661807289	0.66171779			0.774187663	0.661807289		36755.15042	36800.89306					0.329093812	NA	0.329093811601262	(Intercept):0.5572:NA | RMSAS_div_V:164.3355:NA | Vehicle_CategorySedan:0.2701:NA | Vehicle_CategoryVan_MPV_SUV:0.1284:NA
1	Variable Train (by Vehicle), Variable Test	14	4	Mixed	IRI	IRI ~ RMSAS_div_V + Vehicle_Category	(1 + RMSAS | Vehicle)	0.608757259	0.400912998			0.281543875	0.281353744											0.608757259	0.400912998			0.281543875	0.281353744			0.899502841	0.281543875		28097.55287	28158.54306					0.012094149	0.0370505165837964	0.0120941489099669	(Intercept):0.1988:NA | RMSAS_div_V:120.3037:NA | Vehicle_CategorySedan:0.2779:NA | Vehicle_CategoryVan_MPV_SUV:0.1661:NA
1	Variable Train (by Vehicle), Variable Test	14	4	Mixed	IRI	IRI ~ RMSAS_div_V + Vehicle_Category	(1 + RMSAS | Vehicle)	0.608757259	0.400912998			0.281543875	0.281353744											0.608757259	0.400912998			0.281543875	0.281353744			0.899502841	0.281543875		28097.55287	28158.54306					0.012094149	0.0370505165837964	2.16453457196001	(Intercept):0.1988:NA | RMSAS_div_V:120.3037:NA | Vehicle_CategorySedan:0.2779:NA | Vehicle_CategoryVan_MPV_SUV:0.1661:NA
1	Variable Train (by Vehicle), Variable Test	14	4	Mixed	IRI	IRI ~ RMSAS + V	(1 | Vehicle)	0.874920328	0.613672911	1.22968136	0.862491189	0.627658493	0.627584597	0.333891965	0.333428961									0.874920328	0.613672911	1.22968136	0.862491189	0.627658493	0.627584597	0.333891965	0.333428961	0.734860898	0.627658493		38977.07337	39015.19224					0.309791254	NA	0.309791253899178	(Intercept):1.9061:NA | RMSAS:2.1524:NA | V:-0.0152:NA
1	Variable Train (by Vehicle), Variable Test	14	4	Mixed	IRI	IRI ~ RMSAS + V	(1 + RMSAS | Vehicle)	0.705382728	0.48605279	1.143388345	0.824299129	0.739290396	0.739238655	0.424100085	0.423699784									0.705382728	0.48605279	1.143388345	0.824299129	0.739290396	0.739238655	0.424100085	0.423699784	0.880917296	0.739290396		32530.32788	32583.6943					0.027475126	-0.0916654588870805	0.0274751258934215	(Intercept):1.7894:NA | RMSAS:2.81:NA | V:-0.0177:NA
1	Variable Train (by Vehicle), Variable Test	14	4	Mixed	IRI	IRI ~ RMSAS + V	(1 + RMSAS | Vehicle)	0.705382728	0.48605279	1.143388345	0.824299129	0.739290396	0.739238655	0.424100085	0.423699784									0.705382728	0.48605279	1.143388345	0.824299129	0.739290396	0.739238655	0.424100085	0.423699784	0.880917296	0.739290396		32530.32788	32583.6943					0.027475126	-0.0916654588870805	0.690589368941161	(Intercept):1.7894:NA | RMSAS:2.81:NA | V:-0.0177:NA
1	Variable Train (by Vehicle), Variable Test	14	4	Mixed	IRI	IRI ~ RMSAS + V + Vehicle_Category	(1 | Vehicle)	0.874920362	0.613674201			0.628631885	0.628509029											0.874920362	0.613674201			0.628631885	0.628509029			0.732838984	0.628631885		38980.57145	39033.93787					0.298856443	NA	0.298856442728226	(Intercept):1.8256:NA | RMSAS:2.1524:NA | V:-0.0152:NA | Vehicle_CategorySedan:0.261:NA | Vehicle_CategoryVan_MPV_SUV:0.1147:NA
1	Variable Train (by Vehicle), Variable Test	14	4	Mixed	log_IRI	log_IRI ~ log_RMSAS + log_V + Vehicle_Category	(1 + log_RMSAS | Vehicle)	0.574373896	0.370587883			0.85467214	0.854624062			0.574373896	0.370587883			0.85467214	0.854624062			0.200427882	0.150731734			0.778508939	0.778435665			0.920361261	0.778508939		-5500.826918	-5432.212955					0.082077843	0.0122052215345286	0.0820778433359793	(Intercept):3.5121:NA | log_RMSAS:0.9035:NA | log_V:-0.5728:NA | Vehicle_CategorySedan:0.3308:NA | Vehicle_CategoryVan_MPV_SUV:0.2059:NA
1	Variable Train (by Vehicle), Variable Test	14	4	Mixed	log_IRI	log_IRI ~ log_RMSAS + log_V + Vehicle_Category	(1 + log_RMSAS | Vehicle)	0.574373896	0.370587883			0.85467214	0.854624062			0.574373896	0.370587883			0.85467214	0.854624062			0.200427882	0.150731734			0.778508939	0.778435665			0.920361261	0.778508939		-5500.826918	-5432.212955					0.082077843	0.0122052215345286	0.00336028160163101	(Intercept):3.5121:NA | log_RMSAS:0.9035:NA | log_V:-0.5728:NA | Vehicle_CategorySedan:0.3308:NA | Vehicle_CategoryVan_MPV_SUV:0.2059:NA
1	Variable Train (by Vehicle), Variable Test	15	3	Aggregated	IRI	IRI		1.074595897	0.783017011	1.2268694	0.836761131	0.491313927	0.491282522	0.336934912	0.336525233									1.074595897	0.783017011	1.2268694	0.836761131	0.491313927	0.491282522	0.336934912	0.336525233				48310.61613	48333.69443			0			NA	NA	NA:NA:NA
1	Variable Train (by Vehicle), Variable Test	15	3	Aggregated	IRI	IRI		0.983947937	0.717666829	1.218550914	0.818457418	0.57351503	0.5734887	0.34589593	0.345491788									0.983947937	0.717666829	1.218550914	0.818457418	0.57351503	0.5734887	0.34589593	0.345491788				45455.30217	45478.38047			0			NA	NA	NA:NA:NA
1	Variable Train (by Vehicle), Variable Test	15	3	Aggregated	log_IRI	log_IRI		1.016024912	0.715769561	1.171304711	0.780939613	0.545254714	0.545198563	0.395635047	0.395261636	1.016024912	0.715769561	1.171304711	0.780939613	0.545254714	0.545198563	0.395635047	0.395261636	0.365923907	0.291378786	0.447070556	0.364268714	0.627756267	0.627733287	0.444354295	0.444010986				13406.92066	13429.99896			5.39184E-55			NA	NA	NA:NA:NA
1	Variable Train (by Vehicle), Variable Test	15	3	Aggregated	log_IRI	log_IRI		0.939575661	0.66372441	1.181723701	0.803777708	0.611113373	0.611065353	0.384835331	0.384455248	0.939575661	0.66372441	1.181723701	0.803777708	0.611113373	0.611065353	0.384835331	0.384455248	0.334838409	0.267448378	0.449826359	0.376046436	0.688314667	0.688295425	0.437483034	0.437135479				10530.53444	10553.61274			5.92139E-60			NA	NA	NA:NA:NA
1	Variable Train (by Vehicle), Variable Test	15	3	Mixed	IRI	IRI ~ RMSAS	(1 | Vehicle)	0.969969434	0.702746924	1.21736077	0.81560751	0.569618852	0.569565708	0.347173016	0.346769663									0.969969434	0.702746924	1.21736077	0.81560751	0.569618852	0.569565708	0.347173016	0.346769663	0.660970053	0.569618852		45093.81626	45124.58733					0.253742509	NA	0.253742508694448	(Intercept):0.96:NA | RMSAS:1.9495:NA
1	Variable Train (by Vehicle), Variable Test	15	3	Mixed	IRI	IRI ~ RMSAS	(1 + RMSAS | Vehicle)	0.851180919	0.600127957	1.136480016	0.758469083	0.689984057	0.689945776	0.431038212	0.430686676									0.851180919	0.600127957	1.136480016	0.758469083	0.689984057	0.689945776	0.431038212	0.430686676	0.810628818	0.689984057		40922.34548	40968.50208					0.023611324	-0.0710831185455661	0.0236113240596234	(Intercept):0.7115:NA | RMSAS:2.5204:NA
1	Variable Train (by Vehicle), Variable Test	15	3	Mixed	IRI	IRI ~ RMSAS	(1 + RMSAS | Vehicle)	0.851180919	0.600127957	1.136480016	0.758469083	0.689984057	0.689945776	0.431038212	0.430686676									0.851180919	0.600127957	1.136480016	0.758469083	0.689984057	0.689945776	0.431038212	0.430686676	0.810628818	0.689984057		40922.34548	40968.50208					0.023611324	-0.0710831185455661	0.557065089243024	(Intercept):0.7115:NA | RMSAS:2.5204:NA
1	Variable Train (by Vehicle), Variable Test	15	3	Mixed	IRI	IRI ~ RMSAS + Vehicle_Category	(1 | Vehicle)	0.969969579	0.702738363			0.570729163	0.570623138											0.969969579	0.702738363			0.570729163	0.570623138			0.655561845	0.570729163		45096.47324	45142.62984					0.231936432	NA	0.231936431575812	(Intercept):0.8436:NA | RMSAS:1.9495:NA | Vehicle_CategorySedan:0.3502:NA | Vehicle_CategoryVan_MPV_SUV:0.1153:NA
1	Variable Train (by Vehicle), Variable Test	15	3	Mixed	IRI	IRI ~ RMSAS + Vehicle_Category	(1 + RMSAS | Vehicle)	0.851225552	0.600182622			0.690343884	0.690267402											0.851225552	0.600182622			0.690343884	0.690267402			0.808606043	0.690343884		40913.62135	40975.16348					0.015783047	-0.0760699987512122	0.0157830465165605	(Intercept):0.6277:NA | RMSAS:2.5204:NA | Vehicle_CategorySedan:0.2233:NA | Vehicle_CategoryVan_MPV_SUV:0.1208:NA
1	Variable Train (by Vehicle), Variable Test	15	3	Mixed	IRI	IRI ~ RMSAS + Vehicle_Category	(1 + RMSAS | Vehicle)	0.851225552	0.600182622			0.690343884	0.690267402											0.851225552	0.600182622			0.690343884	0.690267402			0.808606043	0.690343884		40913.62135	40975.16348					0.015783047	-0.0760699987512122	0.558480526371987	(Intercept):0.6277:NA | RMSAS:2.5204:NA | Vehicle_CategorySedan:0.2233:NA | Vehicle_CategoryVan_MPV_SUV:0.1208:NA
1	Variable Train (by Vehicle), Variable Test	15	3	Mixed	IRI	IRI ~ RMSAS_div_V	(1 | Vehicle)	0.821506989	0.596762773	1.222917981	0.826965167	0.653862876	0.653820135	0.341199146	0.340792102									0.821506989	0.596762773	1.222917981	0.826965167	0.653862876	0.653820135	0.341199146	0.340792102	0.773859929	0.653862876		39721.56022	39752.33129					0.358440597	NA	0.358440596990785	(Intercept):0.654:NA | RMSAS_div_V:167.4253:NA
1	Variable Train (by Vehicle), Variable Test	15	3	Mixed	IRI	IRI ~ RMSAS_div_V	(1 + RMSAS | Vehicle)	0.613311758	0.403741935	1.765825355	1.380657168	0.274738971	0.274649416	-0.37358326	-0.374431936									0.613311758	0.403741935	1.765825355	1.380657168	0.274738971	0.274649416	-0.37358326	-0.374431936	0.901081768	0.274738971		30351.91684	30398.07344					0.025643231	0.05647324396333	0.0256432305769787	(Intercept):0.286:NA | RMSAS_div_V:122.5609:NA
1	Variable Train (by Vehicle), Variable Test	15	3	Mixed	IRI	IRI ~ RMSAS_div_V	(1 + RMSAS | Vehicle)	0.613311758	0.403741935	1.765825355	1.380657168	0.274738971	0.274649416	-0.37358326	-0.374431936									0.613311758	0.403741935	1.765825355	1.380657168	0.274738971	0.274649416	-0.37358326	-0.374431936	0.901081768	0.274738971		30351.91684	30398.07344					0.025643231	0.05647324396333	2.32425502817113	(Intercept):0.286:NA | RMSAS_div_V:122.5609:NA
1	Variable Train (by Vehicle), Variable Test	15	3	Mixed	IRI	IRI ~ RMSAS_div_V + Vehicle_Category	(1 | Vehicle)	0.821507045	0.596761343			0.656793559	0.656708791											0.821507045	0.596761343			0.656793559	0.656708791			0.769552086	0.656793559		39724.34609	39770.50269					0.330522286	NA	0.33052228630735	(Intercept):0.5221:NA | RMSAS_div_V:167.4253:NA | Vehicle_CategorySedan:0.3963:NA | Vehicle_CategoryVan_MPV_SUV:0.1308:NA
1	Variable Train (by Vehicle), Variable Test	15	3	Mixed	IRI	IRI ~ RMSAS_div_V + Vehicle_Category	(1 + RMSAS | Vehicle)	0.61332376	0.403775038			0.275727703	0.275548815											0.61332376	0.403775038			0.275727703	0.275548815			0.899372408	0.275727703		30344.64052	30406.18265					0.011387714	0.0323832798730148	0.0113877138234391	(Intercept):0.1957:NA | RMSAS_div_V:122.5483:NA | Vehicle_CategorySedan:0.2652:NA | Vehicle_CategoryVan_MPV_SUV:0.1659:NA
1	Variable Train (by Vehicle), Variable Test	15	3	Mixed	IRI	IRI ~ RMSAS_div_V + Vehicle_Category	(1 + RMSAS | Vehicle)	0.61332376	0.403775038			0.275727703	0.275548815											0.61332376	0.403775038			0.275727703	0.275548815			0.899372408	0.275727703		30344.64052	30406.18265					0.011387714	0.0323832798730148	2.3240094216838	(Intercept):0.1957:NA | RMSAS_div_V:122.5483:NA | Vehicle_CategorySedan:0.2652:NA | Vehicle_CategoryVan_MPV_SUV:0.1659:NA
1	Variable Train (by Vehicle), Variable Test	15	3	Mixed	IRI	IRI ~ RMSAS + V	(1 | Vehicle)	0.881248067	0.618569421	1.226913934	0.864223395	0.622563622	0.622493709	0.336886775	0.336272022									0.881248067	0.618569421	1.226913934	0.864223395	0.622563622	0.622493709	0.336886775	0.336272022	0.73371563	0.622563622		41994.39896	42032.86279					0.32446616	NA	0.324466160072765	(Intercept):1.9064:NA | RMSAS:2.192:NA | V:-0.015:NA
1	Variable Train (by Vehicle), Variable Test	15	3	Mixed	IRI	IRI ~ RMSAS + V	(1 + RMSAS | Vehicle)	0.708343216	0.487876923	1.138108026	0.826390214	0.73859318	0.738544759	0.429406968	0.428877988									0.708343216	0.487876923	1.138108026	0.826390214	0.73859318	0.738544759	0.429406968	0.428877988	0.882192754	0.73859318		34989.31826	35043.16762					0.025669842	-0.082083782999009	0.0256698419433814	(Intercept):1.7896:NA | RMSAS:2.885:NA | V:-0.0176:NA
1	Variable Train (by Vehicle), Variable Test	15	3	Mixed	IRI	IRI ~ RMSAS + V	(1 + RMSAS | Vehicle)	0.708343216	0.487876923	1.138108026	0.826390214	0.73859318	0.738544759	0.429406968	0.428877988									0.708343216	0.487876923	1.138108026	0.826390214	0.73859318	0.738544759	0.429406968	0.428877988	0.882192754	0.73859318		34989.31826	35043.16762					0.025669842	-0.082083782999009	0.725342200106937	(Intercept):1.7896:NA | RMSAS:2.885:NA | V:-0.0176:NA
1	Variable Train (by Vehicle), Variable Test	15	3	Mixed	IRI	IRI ~ RMSAS + V + Vehicle_Category	(1 | Vehicle)	0.881248144	0.618565589			0.624734608	0.624618742											0.881248144	0.618565589			0.624734608	0.624618742			0.728998317	0.624734608		41997.17875	42051.02812					0.299060434	NA	0.299060434056725	(Intercept):1.7822:NA | RMSAS:2.192:NA | V:-0.015:NA | Vehicle_CategorySedan:0.3779:NA | Vehicle_CategoryVan_MPV_SUV:0.1172:NA
1	Variable Train (by Vehicle), Variable Test	15	3	Mixed	log_IRI	log_IRI ~ log_RMSAS + log_V + Vehicle_Category	(1 + log_RMSAS | Vehicle)	0.577366824	0.372309542			0.853153655	0.853108315			0.577366824	0.372309542			0.853153655	0.853108315			0.200550917	0.151258884			0.782354607	0.782287408			0.919309764	0.782354607		-5876.938827	-5807.703928					0.079080397	0.0118944305623789	0.0790803965867937	(Intercept):3.5187:NA | log_RMSAS:0.906:NA | log_V:-0.5725:NA | Vehicle_CategorySedan:0.3422:NA | Vehicle_CategoryVan_MPV_SUV:0.2089:NA
1	Variable Train (by Vehicle), Variable Test	15	3	Mixed	log_IRI	log_IRI ~ log_RMSAS + log_V + Vehicle_Category	(1 + log_RMSAS | Vehicle)	0.577366824	0.372309542			0.853153655	0.853108315			0.577366824	0.372309542			0.853153655	0.853108315			0.200550917	0.151258884			0.782354607	0.782287408			0.919309764	0.782354607		-5876.938827	-5807.703928					0.079080397	0.0118944305623789	0.00322364461479436	(Intercept):3.5187:NA | log_RMSAS:0.906:NA | log_V:-0.5725:NA | Vehicle_CategorySedan:0.3422:NA | Vehicle_CategoryVan_MPV_SUV:0.2089:NA
1	Variable Train (by Vehicle), Variable Test	16	2	Aggregated	IRI	IRI		1.094751291	0.801149626	1.15313531	0.802654169	0.472052881	0.472022325	0.414239566	0.413696441									1.094751291	0.801149626	1.15313531	0.802654169	0.472052881	0.472022325	0.414239566	0.413696441				52173.13594	52196.40786			0			NA	NA	NA:NA:NA
1	Variable Train (by Vehicle), Variable Test	16	2	Aggregated	IRI	IRI		1.012620679	0.741831176	1.096913018	0.740602185	0.548296894	0.548270751	0.469965824	0.469474369									1.012620679	0.741831176	1.096913018	0.740602185	0.548296894	0.548270751	0.469965824	0.469474369				49477.95694	49501.22885			0			NA	NA	NA:NA:NA
1	Variable Train (by Vehicle), Variable Test	16	2	Aggregated	log_IRI	log_IRI		1.034617115	0.736699279	1.046272425	0.679052771	0.528459707	0.528405122	0.517775744	0.517328619	1.034617115	0.736699279	1.046272425	0.679052771	0.528459707	0.528405122	0.517775744	0.517328619	0.379243231	0.30251617	0.3740693	0.296779798	0.600164362	0.600141221	0.610999679	0.610638993				15535.91697	15559.18888			1.66614E-28			NA	NA	NA:NA:NA
1	Variable Train (by Vehicle), Variable Test	16	2	Aggregated	log_IRI	log_IRI		0.966287458	0.689661273	1.003475327	0.646200764	0.588687245	0.588639631	0.556419047	0.556007752	0.966287458	0.689661273	1.003475327	0.646200764	0.588687245	0.588639631	0.556419047	0.556007752	0.352723356	0.281600541	0.344274786	0.278717471	0.654128911	0.654108893	0.670499362	0.670193845				13030.53423	13053.80614			5.88822E-22			NA	NA	NA:NA:NA
1	Variable Train (by Vehicle), Variable Test	16	2	Mixed	IRI	IRI ~ RMSAS	(1 | Vehicle)	0.981536436	0.712277573	1.116460588	0.753793882	0.560115522	0.560064601	0.450906522	0.450397395									0.981536436	0.712277573	1.116460588	0.753793882	0.560115522	0.560064601	0.450906522	0.450397395	0.660560512	0.560115522		48510.73053	48541.75975					0.285351279	NA	0.285351278678958	(Intercept):0.9847:NA | RMSAS:1.9846:NA
1	Variable Train (by Vehicle), Variable Test	16	2	Mixed	IRI	IRI ~ RMSAS	(1 + RMSAS | Vehicle)	0.852024097	0.599687935	0.982364013	0.651962646	0.662823276	0.662784244	0.574887004	0.574492834									0.852024097	0.599687935	0.982364013	0.651962646	0.662823276	0.662784244	0.574887004	0.574492834	0.832937323	0.662823276		43692.55113	43739.09496					0.022024829	-0.0622090346141605	0.0220248285778317	(Intercept):0.7131:NA | RMSAS:2.6724:NA
